;UniqueOPID;LatitudeEpsg4326;LongitudeEpsg4326;Name;OPTafTapCode;Country;ValidityDateStart;ValidityDateEnd;IsCurrentlyValid
2668;HR73005;45.8458;17.2988;Špišić Bukovica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3003;HR73006;45.8749;17.2538;Vukosavljevica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2080;HR73007;45.9426;17.2295;Pitomača;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1220;HR73008;45.9814;17.1393;Kloštar;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1165;HR73009;46.0128;17.0959;Kalinovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
811;HR73010;46.0273;17.0652;Đurđevac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2863;HR73011;46.0686;17.0045;Virje;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1869;HR73012;46.0846;16.955;Novigrad Podravski;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
298;HR73014;46.1267;16.892;Bregi;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1774;HR73101;46.1231;16.7605;Mučna Reka;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2465;HR73102;46.101;16.7119;Sokolovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1492;HR73103;46.0979;16.685;Lepavina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
419;HR73104;46.0655;16.6471;Carevdar;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2930;HR73105;46.0492;16.6212;Vojakovački Kloštar;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1656;HR73106;46.0267;16.5902;Majurec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1354;HR73107;46.0063;16.5435;Križevci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2251;HR73108;45.9497;16.5052;Repinec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
950;HR73109;45.9143;16.4848;Gradec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2982;HR73110;45.8736;16.4104;Vrbovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
281;HR73112;45.8223;16.3071;Božjakovina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1262;HR73160;46.1655;16.8168;Koprivnica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
726;HR73202;46.214;16.8955;Drnje;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
273;HR73203;46.2361;16.9312;Botovo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2149;HR73301;45.9748;16.5447;Poljanka;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
315;HR73302;45.9512;16.5679;Brezovljani;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2595;HR73303;45.945;16.621;Sveti Ivan Žabno;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
463;HR73304;45.9403;16.6591;Cirkvena;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2298;HR73305;45.932;16.7187;Rovišće;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1219;HR73306;45.9101;16.7752;Klokočevac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
213;HR73307;45.8941;16.8447;Bjelovar;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3198;HR73308;45.9269;16.732;Žabjak;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1020;HR73309;45.9363;16.6879;Hrsovo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2644;HR73310;45.9371;16.5933;Škrinjari;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2504;HR73311;45.8994;16.81;Stare Plavnice;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1680;HR73320;45.9082;16.8678;Markovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
970;HR73321;45.9094;16.8931;Grginac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
972;HR73322;45.9139;16.9084;Grginac Novi;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2787;HR73323;45.9322;16.925;Veliko Trojstvo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1745;HR73324;45.9347;16.9449;Mišulinovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2042;HR73325;45.9384;16.9744;Paulovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3175;HR73326;45.9465;17.0394;Zid Katalena;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2378;HR73327;45.9592;17.0683;Sirova Katalena;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1798;HR73401;45.4874;18.0882;Našice Grad;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3187;HR73402;45.4567;18.0521;Zoljan;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1582;HR73403;45.426;18.0409;Londžica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1636;HR73404;45.3795;18.0215;Ljeskovica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
489;HR73405;45.3484;17.99;Čaglin;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1475;HR73406;45.337;17.9568;Latinovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
458;HR73407;45.3341;17.9171;Ciglenik;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3148;HR73408;45.3343;17.8765;Zarilac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1228;HR73409;45.3368;17.8979;Knežci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
227;HR73501;45.3357;17.7573;Blacko-Jakšić;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2167;HR73502;45.3375;17.6833;Požega;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1730;HR73503;45.3793;17.6721;Mihaljevci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2689;HR73504;45.4009;17.6626;Trenkovo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2754;HR73505;45.4389;17.6655;Velika;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1875;HR73506;45.3239;17.7797;Novoselci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2107;HR73601;45.2868;17.8099;Pleternica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2569;HR73602;45.259;17.776;Sulkovci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2240;HR73603;45.2305;17.7315;Ratkovica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
690;HR73604;45.2146;17.7064;Dragovci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
360;HR73605;45.2472;17.7576;Bučje-Koprivnica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2051;HR73701;45.7394;17.4913;Pepelana;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2083;HR73702;45.7081;17.4832;Pivnica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
789;HR73703;45.6643;17.4313;Đulovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1295;HR73704;45.6542;17.3581;Koreničani;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1688;HR73705;45.6425;17.296;Maslenjača;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
638;HR73706;45.6465;17.2726;Donja Vrijeska;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3019;HR73707;45.6197;17.2723;Vukovje;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
584;HR73708;45.5889;17.2264;Daruvar;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
188;HR73709;45.573;17.2612;Bijela;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2376;HR73710;45.5299;17.241;Sirač;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
65;HR73711;45.5029;17.2085;Badljevina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2032;HR73712;45.4473;17.1955;Pakrac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2034;HR73713;45.4371;17.1888;Pakrac Grad;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1543;HR73714;45.4096;17.16;Lipik;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
618;HR73715;45.4186;17.1259;Dobrovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1395;HR73716;45.4351;17.0828;Kukunjevac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
310;HR73717;45.4448;17.0342;Brezine Bujavica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2148;HR73718;45.463;16.979;Poljana;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1701;HR73719;45.4455;16.9111;Međurić;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2161;HR73720;45.6501;17.3931;Potočani-Katinac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2641;HR73721;45.6349;17.3171;Škodinovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1411;HR73801;46.1937;16.7566;Kunovec-Subotica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2233;HR73802;46.2059;16.7207;Rasinja;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
544;HR73803;46.236;16.666;Čukovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1592;HR73804;46.2563;16.612;Ludbreg;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1684;HR73805;46.2614;16.5326;Martijanec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1081;HR73806;46.2685;16.4717;Jalžabet;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3150;HR73807;46.2814;16.399;Zbelava;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1851;HR73808;46.2642;16.4966;Novakovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1788;HR73901;45.4965;18.1244;Našice;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2793;HR73902;45.5125;18.0951;Velimirovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
799;HR73903;45.5374;18.0381;Đurđenovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
841;HR73904;45.5382;17.9809;Feričanci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3156;HR73905;45.5686;17.9292;Zdenci Orahovica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
481;HR73906;45.5986;17.869;Čačinci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1737;HR73907;45.6168;17.8122;Mikleuš;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1823;HR73908;45.6626;17.7773;Nova Bukovica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2433;HR73909;45.7056;17.7063;Slatina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2421;HR73910;45.7269;17.6388;Sladojevci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2124;HR73911;45.7427;17.609;Podravska Bistrica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
407;HR73912;45.7581;17.5814;Cabuna;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2959;HR74001;45.8123;15.8966;Vrapče;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2135;HR74002;45.8144;15.8585;Podsused TV;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2133;HR74003;45.8156;15.8358;Podsused Stajalište;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3132;HR74004;45.8444;15.8131;Zaprešić;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1431;HR74005;45.8106;15.9269;Kustošija;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
858;HR74006;45.8136;15.8728;Gajnice;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3142;HR74007;45.855;15.7948;Zaprešić Savska;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3102;HR74060;45.8091;15.9542;Zagreb ZK;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
288;HR74101;45.8638;15.7664;Brdovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2330;HR74102;45.8721;15.74;Savski Marof;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1466;HR74104;45.8783;15.7203;Laduč;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2590;HR74201;45.8861;15.6951;Sutla;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3024;HR74202;45.9108;15.6896;Vukovo Selo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1340;HR74203;45.9191;15.7046;Kraj Donji;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2302;HR74204;45.9434;15.7113;Rozga;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2215;HR74205;45.9731;15.711;Prosinec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
693;HR74206;46.0032;15.7121;Draše;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1217;HR74207;46.0495;15.7273;Klanjec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3171;HR74208;46.0588;15.71;Zelenjak;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3042;HR74210;46.103;15.6238;Zagorska Sela;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
982;HR74212;45.8916;15.6857;Harmica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
967;HR74213;46.0338;15.7206;Gredice;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1857;HR74301;45.8797;15.8131;Novi Dvori;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2145;HR74302;45.9094;15.8082;Pojatno;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1422;HR74303;45.9328;15.8162;Kupljenovo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1613;HR74304;45.9537;15.8211;Luka;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3202;HR74305;45.9764;15.845;Žeinci;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2778;HR74306;45.9947;15.8469;Veliko Trgovišće;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3025;HR74307;46.0239;15.9021;Zabok;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1048;HR74401;46.0209;15.9264;Hum-Lug;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
732;HR74402;46.0209;15.9526;Dubrava Zabočka;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
109;HR74403;46.0415;15.9978;Bedekovčina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2162;HR74404;46.0497;16.0295;Poznanovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3177;HR74405;46.0441;16.0813;Zlatar Bistrica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
663;HR74406;46.0479;16.1357;Donji Lipovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1251;HR74407;46.0505;16.179;Konjšćina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1010;HR74408;46.1055;16.1997;Hrašćina-Trgovišće;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
368;HR74409;46.1282;16.2137;Budinšćina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2129;HR74410;46.1487;16.2627;Podrute;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1646;HR74411;46.1696;16.3098;Mađarevo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1866;HR74412;46.1769;16.3383;Novi Marof;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1380;HR74413;46.2249;16.3215;Krušljevec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2701;HR74414;46.254;16.3588;Turčin;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2665;HR74415;46.0317;15.9703;Špičkovina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2593;HR74416;46.2443;16.3364;Sveti Ilija;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2738;HR74460;46.3056;16.3467;Varaždin;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1947;HR74501;46.0015;15.9289;Oroslavje;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2555;HR74502;45.9749;15.9414;Stubičke Toplice;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
631;HR74503;45.9833;15.966;Donja Stubica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
903;HR74504;45.9833;16.0041;Gornja Stubica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2675;HR74601;46.0565;15.9117;Štrucljevo;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2599;HR74602;46.0769;15.9032;Sveti Križ Začretje;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2772;HR74603;46.115;15.8877;Velika Ves;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1347;HR74604;46.1595;15.8721;Krapina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3226;HR74605;46.1821;15.8536;Žutnica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
818;HR74606;46.1938;15.8432;Đurmanec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1018;HR74607;46.2069;15.808;Hromec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
756;HR74608;46.0961;15.896;Dukovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
620;HR74610;46.1718;15.8633;Doliće;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2200;HR74611;46.1371;15.8776;Pristava Krapinska;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2799;HR74701;46.2649;16.252;Vidovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
431;HR74702;46.2597;16.2187;Cerje Tužno;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2535;HR74703;46.2417;16.1741;Stažnjevec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1062;HR74704;46.2314;16.1244;Ivanec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1403;HR74706;46.2281;16.0935;Kuljevčica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1502;HR74707;46.2131;16.0435;Lepoglava;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1640;HR74801;46.3875;16.3249;Macinec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
758;HR74802;46.3861;16.3714;Dunjkovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
520;HR74803;46.3838;16.4459;Čakovec Buzovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1668;HR74804;46.3772;16.5348;Mala Subotica;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
525;HR74805;46.3703;16.6164;Čehovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
651;HR74806;46.3679;16.6451;Donji Kraljevec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
665;HR74807;46.3611;16.7239;Donji Mihaljevec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1319;HR74808;46.3538;16.8084;Kotoriba;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
497;HR74860;46.3844;16.4205;Čakovec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1872;HR74901;46.4297;16.4565;Novo Selo Rok;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2971;HR74903;46.4732;16.4535;Vratišinec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1779;HR74904;46.5083;16.4464;Mursko Središće;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
2250;HR75001;45.7664;15.9456;Remetinec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1039;HR75002;45.7444;15.8921;Hrvatski Leskovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
996;HR75003;45.7137;15.8175;Horvati;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3161;HR75004;45.6837;15.7501;Zdenčina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
614;HR75005;45.673;15.7089;Desinec;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1109;HR75006;45.6572;15.6478;Jastrebarsko;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
623;HR75007;45.6333;15.6326;Domagović;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1480;HR75008;45.6065;15.6253;Lazina;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
680;HR75009;45.5694;15.6093;Draganići;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1690;HR75010;45.6972;15.7983;Mavračići;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1175;HR75060;45.5001;15.5449;Karlovac;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
1770;HR75101;45.4665;15.5359;Mrzlo Polje;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
737;HR75102;45.449;15.4986;Duga Resa;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
123;HR75103;45.4222;15.4791;Belavići;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
3194;HR75104;45.3958;15.431;Zvečaj;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
920;HR75105;45.3759;15.4124;Gornji Zvečaj;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
888;HR75106;45.3434;15.3765;Generalski Stol;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
642;HR75107;45.312;15.3626;Donje Dubrave;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
913;HR75108;45.279;15.3075;Gornje Dubrave;;Croatia;2020-04-30 00:00:00+02:00;2020-05-31 00:00:00+02:00;Invalid
